Using 1 GPU(s)...
Reading pre-processed data=/hdd3/jiayi/kaggle/kaggleAdDisplayChallenge_processed.npz
Sparse fea = 26, Dense fea = 13
Defined train indices...
Randomized indices across days ...
Split data according to indices...
Reading pre-processed data=/hdd3/jiayi/kaggle/kaggleAdDisplayChallenge_processed.npz
Sparse fea = 26, Dense fea = 13
Defined test indices...
Randomized indices across days ...
Split data according to indices...
Loading saved model results/40-20-1_lr0.1/model.pth
Saved at: epoch = 0/1, batch = 286720/306969, ntbatch = 200
Training state: loss = 0.452415, accuracy = 78.808 %
Testing state: loss = 0.455722, accuracy = 78.705 %
time/loss/accuracy (if enabled):
skip_upto_epoch: 0
args.nepochs: 2
k: 0
Finished training it 287744/306969 of epoch 0, 13.52 ms/it, loss 0.447781, accuracy 79.228 %
Finished training it 301056/306969 of epoch 0, 17.43 ms/it, loss 0.449161, accuracy 79.175 %
Testing at - 301056/306969 of epoch 0, loss 0.455911, accuracy 78.639 %, best 78.705 %
Finished training it 302080/306969 of epoch 0, 17.42 ms/it, loss 0.449415, accuracy 79.134 %
Testing at - 302080/306969 of epoch 0, loss 0.455628, accuracy 78.664 %, best 78.705 %
Finished training it 303104/306969 of epoch 0, 18.23 ms/it, loss 0.450474, accuracy 79.018 %
Testing at - 303104/306969 of epoch 0, loss 0.460145, accuracy 78.481 %, best 78.705 %
Finished training it 304128/306969 of epoch 0, 18.71 ms/it, loss 0.450981, accuracy 79.043 %
Testing at - 304128/306969 of epoch 0, loss 0.455845, accuracy 78.656 %, best 78.705 %
Finished training it 305152/306969 of epoch 0, 16.69 ms/it, loss 0.447808, accuracy 79.144 %
Testing at - 305152/306969 of epoch 0, loss 0.456051, accuracy 78.623 %, best 78.705 %
Finished training it 306176/306969 of epoch 0, 16.93 ms/it, loss 0.449503, accuracy 79.163 %
Testing at - 306176/306969 of epoch 0, loss 0.455113, accuracy 78.685 %, best 78.705 %
Finished training it 306969/306969 of epoch 0, 16.32 ms/it, loss 0.451086, accuracy 79.079 %
Testing at - 306969/306969 of epoch 0, loss 0.455655, accuracy 78.670 %, best 78.705 %
Finished training it 1024/306969 of epoch 1, 15.74 ms/it, loss 0.450654, accuracy 78.992 %
Testing at - 1024/306969 of epoch 0, loss 0.455352, accuracy 78.695 %, best 78.705 %
Finished training it 2048/306969 of epoch 1, 16.16 ms/it, loss 0.447200, accuracy 79.175 %
Saving model to results/40-20-1_lr0.1/model.pth
Testing at - 2048/306969 of epoch 0, loss 0.455105, accuracy 78.724 %, best 78.724 %
Finished training it 3072/306969 of epoch 1, 15.41 ms/it, loss 0.450199, accuracy 79.005 %
Testing at - 3072/306969 of epoch 0, loss 0.455494, accuracy 78.666 %, best 78.724 %
Finished training it 4096/306969 of epoch 1, 14.74 ms/it, loss 0.446963, accuracy 79.279 %
Testing at - 4096/306969 of epoch 0, loss 0.456179, accuracy 78.636 %, best 78.724 %
Finished training it 5120/306969 of epoch 1, 14.99 ms/it, loss 0.450432, accuracy 79.099 %
Testing at - 5120/306969 of epoch 0, loss 0.456776, accuracy 78.632 %, best 78.724 %
Finished training it 6144/306969 of epoch 1, 14.67 ms/it, loss 0.449952, accuracy 79.141 %
Testing at - 6144/306969 of epoch 0, loss 0.455467, accuracy 78.700 %, best 78.724 %
Finished training it 7168/306969 of epoch 1, 14.12 ms/it, loss 0.447602, accuracy 79.308 %
Testing at - 7168/306969 of epoch 0, loss 0.457315, accuracy 78.551 %, best 78.724 %
Finished training it 8192/306969 of epoch 1, 14.42 ms/it, loss 0.448610, accuracy 79.162 %
Testing at - 8192/306969 of epoch 0, loss 0.455470, accuracy 78.683 %, best 78.724 %
Finished training it 9216/306969 of epoch 1, 14.49 ms/it, loss 0.447950, accuracy 79.162 %
Testing at - 9216/306969 of epoch 0, loss 0.455045, accuracy 78.717 %, best 78.724 %
Finished training it 10240/306969 of epoch 1, 14.87 ms/it, loss 0.448451, accuracy 79.059 %
Testing at - 10240/306969 of epoch 0, loss 0.456173, accuracy 78.658 %, best 78.724 %
Finished training it 11264/306969 of epoch 1, 16.21 ms/it, loss 0.447052, accuracy 79.299 %
Testing at - 11264/306969 of epoch 0, loss 0.455279, accuracy 78.695 %, best 78.724 %
Finished training it 12288/306969 of epoch 1, 16.66 ms/it, loss 0.443612, accuracy 79.481 %
Testing at - 12288/306969 of epoch 0, loss 0.456184, accuracy 78.638 %, best 78.724 %
Finished training it 13312/306969 of epoch 1, 16.95 ms/it, loss 0.450357, accuracy 79.069 %
Testing at - 13312/306969 of epoch 0, loss 0.455849, accuracy 78.700 %, best 78.724 %
Finished training it 14336/306969 of epoch 1, 17.56 ms/it, loss 0.447588, accuracy 79.218 %
Testing at - 14336/306969 of epoch 0, loss 0.455751, accuracy 78.638 %, best 78.724 %
Finished training it 15360/306969 of epoch 1, 16.97 ms/it, loss 0.447006, accuracy 79.162 %
Testing at - 15360/306969 of epoch 0, loss 0.456521, accuracy 78.666 %, best 78.724 %
Finished training it 16384/306969 of epoch 1, 17.50 ms/it, loss 0.446956, accuracy 79.219 %
Testing at - 16384/306969 of epoch 0, loss 0.455155, accuracy 78.688 %, best 78.724 %
Finished training it 17408/306969 of epoch 1, 17.99 ms/it, loss 0.445767, accuracy 79.243 %
Testing at - 17408/306969 of epoch 0, loss 0.456274, accuracy 78.595 %, best 78.724 %
Finished training it 18432/306969 of epoch 1, 18.38 ms/it, loss 0.448103, accuracy 79.218 %
Testing at - 18432/306969 of epoch 0, loss 0.455114, accuracy 78.701 %, best 78.724 %
Finished training it 19456/306969 of epoch 1, 18.19 ms/it, loss 0.447074, accuracy 79.237 %
Testing at - 19456/306969 of epoch 0, loss 0.458136, accuracy 78.539 %, best 78.724 %
Finished training it 20480/306969 of epoch 1, 18.24 ms/it, loss 0.447994, accuracy 79.125 %
Testing at - 20480/306969 of epoch 0, loss 0.455912, accuracy 78.694 %, best 78.724 %
Finished training it 21504/306969 of epoch 1, 16.77 ms/it, loss 0.448449, accuracy 79.108 %
Testing at - 21504/306969 of epoch 0, loss 0.455533, accuracy 78.700 %, best 78.724 %
Finished training it 22528/306969 of epoch 1, 14.88 ms/it, loss 0.447444, accuracy 79.005 %
Testing at - 22528/306969 of epoch 0, loss 0.454793, accuracy 78.723 %, best 78.724 %
Finished training it 23552/306969 of epoch 1, 16.37 ms/it, loss 0.450049, accuracy 79.137 %
Saving model to results/40-20-1_lr0.1/model.pth
Testing at - 23552/306969 of epoch 0, loss 0.455503, accuracy 78.729 %, best 78.729 %
Finished training it 24576/306969 of epoch 1, 18.53 ms/it, loss 0.446103, accuracy 79.341 %
Testing at - 24576/306969 of epoch 0, loss 0.456213, accuracy 78.614 %, best 78.729 %
Finished training it 25600/306969 of epoch 1, 18.79 ms/it, loss 0.445351, accuracy 79.382 %
Testing at - 25600/306969 of epoch 0, loss 0.455138, accuracy 78.675 %, best 78.729 %
Finished training it 26624/306969 of epoch 1, 19.40 ms/it, loss 0.446019, accuracy 79.414 %
Testing at - 26624/306969 of epoch 0, loss 0.455531, accuracy 78.680 %, best 78.729 %
Finished training it 27648/306969 of epoch 1, 15.99 ms/it, loss 0.444605, accuracy 79.332 %
Testing at - 27648/306969 of epoch 0, loss 0.455130, accuracy 78.698 %, best 78.729 %
Finished training it 28672/306969 of epoch 1, 14.38 ms/it, loss 0.447595, accuracy 79.214 %
Testing at - 28672/306969 of epoch 0, loss 0.455017, accuracy 78.718 %, best 78.729 %
Finished training it 29696/306969 of epoch 1, 15.51 ms/it, loss 0.449181, accuracy 78.955 %
Testing at - 29696/306969 of epoch 0, loss 0.455222, accuracy 78.708 %, best 78.729 %
Finished training it 30720/306969 of epoch 1, 14.43 ms/it, loss 0.447592, accuracy 79.174 %
Testing at - 30720/306969 of epoch 0, loss 0.456014, accuracy 78.679 %, best 78.729 %
Finished training it 31744/306969 of epoch 1, 15.89 ms/it, loss 0.448842, accuracy 79.053 %
Testing at - 31744/306969 of epoch 0, loss 0.457184, accuracy 78.569 %, best 78.729 %
Finished training it 32768/306969 of epoch 1, 17.13 ms/it, loss 0.447992, accuracy 79.130 %
Testing at - 32768/306969 of epoch 0, loss 0.455188, accuracy 78.702 %, best 78.729 %
Finished training it 33792/306969 of epoch 1, 16.51 ms/it, loss 0.445791, accuracy 79.264 %
Saving model to results/40-20-1_lr0.1/model.pth
Testing at - 33792/306969 of epoch 0, loss 0.454539, accuracy 78.739 %, best 78.739 %
Finished training it 34816/306969 of epoch 1, 16.38 ms/it, loss 0.443855, accuracy 79.343 %
Testing at - 34816/306969 of epoch 0, loss 0.455135, accuracy 78.706 %, best 78.739 %
Finished training it 35840/306969 of epoch 1, 17.35 ms/it, loss 0.449602, accuracy 79.129 %
Testing at - 35840/306969 of epoch 0, loss 0.455375, accuracy 78.707 %, best 78.739 %
Finished training it 36864/306969 of epoch 1, 15.24 ms/it, loss 0.446320, accuracy 79.296 %
Testing at - 36864/306969 of epoch 0, loss 0.455659, accuracy 78.723 %, best 78.739 %
Finished training it 37888/306969 of epoch 1, 14.57 ms/it, loss 0.444803, accuracy 79.344 %
Testing at - 37888/306969 of epoch 0, loss 0.456127, accuracy 78.614 %, best 78.739 %
Finished training it 38912/306969 of epoch 1, 15.76 ms/it, loss 0.448224, accuracy 79.002 %
Saving model to results/40-20-1_lr0.1/model.pth
Testing at - 38912/306969 of epoch 0, loss 0.454549, accuracy 78.752 %, best 78.752 %
Finished training it 39936/306969 of epoch 1, 16.62 ms/it, loss 0.447118, accuracy 79.205 %
Testing at - 39936/306969 of epoch 0, loss 0.454555, accuracy 78.741 %, best 78.752 %
Finished training it 40960/306969 of epoch 1, 15.92 ms/it, loss 0.446568, accuracy 79.259 %
Testing at - 40960/306969 of epoch 0, loss 0.455452, accuracy 78.679 %, best 78.752 %
Finished training it 41984/306969 of epoch 1, 18.31 ms/it, loss 0.446721, accuracy 79.301 %
Testing at - 41984/306969 of epoch 0, loss 0.454981, accuracy 78.717 %, best 78.752 %
Finished training it 43008/306969 of epoch 1, 18.53 ms/it, loss 0.446534, accuracy 79.270 %
Testing at - 43008/306969 of epoch 0, loss 0.454917, accuracy 78.721 %, best 78.752 %
Finished training it 44032/306969 of epoch 1, 17.59 ms/it, loss 0.447872, accuracy 79.182 %
Testing at - 44032/306969 of epoch 0, loss 0.455309, accuracy 78.715 %, best 78.752 %
Finished training it 45056/306969 of epoch 1, 18.38 ms/it, loss 0.448575, accuracy 79.200 %
Testing at - 45056/306969 of epoch 0, loss 0.454623, accuracy 78.730 %, best 78.752 %
Finished training it 46080/306969 of epoch 1, 18.12 ms/it, loss 0.446916, accuracy 79.265 %
Testing at - 46080/306969 of epoch 0, loss 0.455145, accuracy 78.674 %, best 78.752 %
Finished training it 47104/306969 of epoch 1, 18.66 ms/it, loss 0.450116, accuracy 78.951 %
Testing at - 47104/306969 of epoch 0, loss 0.456635, accuracy 78.654 %, best 78.752 %
Finished training it 48128/306969 of epoch 1, 17.58 ms/it, loss 0.447866, accuracy 79.080 %
Testing at - 48128/306969 of epoch 0, loss 0.456029, accuracy 78.644 %, best 78.752 %
Finished training it 49152/306969 of epoch 1, 17.19 ms/it, loss 0.444019, accuracy 79.390 %
Testing at - 49152/306969 of epoch 0, loss 0.454793, accuracy 78.720 %, best 78.752 %
Finished training it 50176/306969 of epoch 1, 16.12 ms/it, loss 0.445984, accuracy 79.257 %
Testing at - 50176/306969 of epoch 0, loss 0.456792, accuracy 78.650 %, best 78.752 %
Finished training it 51200/306969 of epoch 1, 15.67 ms/it, loss 0.447953, accuracy 79.185 %
Testing at - 51200/306969 of epoch 0, loss 0.455295, accuracy 78.734 %, best 78.752 %
Finished training it 52224/306969 of epoch 1, 15.89 ms/it, loss 0.448575, accuracy 79.187 %
Testing at - 52224/306969 of epoch 0, loss 0.454830, accuracy 78.726 %, best 78.752 %
Finished training it 53248/306969 of epoch 1, 14.64 ms/it, loss 0.447796, accuracy 79.325 %
Testing at - 53248/306969 of epoch 0, loss 0.454491, accuracy 78.723 %, best 78.752 %
Finished training it 54272/306969 of epoch 1, 18.10 ms/it, loss 0.447537, accuracy 79.147 %
Testing at - 54272/306969 of epoch 0, loss 0.455187, accuracy 78.724 %, best 78.752 %
Finished training it 55296/306969 of epoch 1, 17.26 ms/it, loss 0.446516, accuracy 79.346 %
Testing at - 55296/306969 of epoch 0, loss 0.455296, accuracy 78.708 %, best 78.752 %
Finished training it 56320/306969 of epoch 1, 14.56 ms/it, loss 0.446616, accuracy 79.219 %
Testing at - 56320/306969 of epoch 0, loss 0.455203, accuracy 78.718 %, best 78.752 %
Finished training it 57344/306969 of epoch 1, 16.32 ms/it, loss 0.444558, accuracy 79.272 %
Testing at - 57344/306969 of epoch 0, loss 0.454925, accuracy 78.719 %, best 78.752 %
Finished training it 58368/306969 of epoch 1, 16.94 ms/it, loss 0.444933, accuracy 79.493 %
Testing at - 58368/306969 of epoch 0, loss 0.454895, accuracy 78.699 %, best 78.752 %
Finished training it 59392/306969 of epoch 1, 15.76 ms/it, loss 0.446691, accuracy 79.227 %
Testing at - 59392/306969 of epoch 0, loss 0.454846, accuracy 78.718 %, best 78.752 %
Finished training it 60416/306969 of epoch 1, 13.96 ms/it, loss 0.447201, accuracy 79.221 %
Testing at - 60416/306969 of epoch 0, loss 0.458064, accuracy 78.566 %, best 78.752 %
Finished training it 61440/306969 of epoch 1, 13.51 ms/it, loss 0.449121, accuracy 79.037 %
Testing at - 61440/306969 of epoch 0, loss 0.454847, accuracy 78.730 %, best 78.752 %
Finished training it 62464/306969 of epoch 1, 14.08 ms/it, loss 0.447329, accuracy 79.244 %
Testing at - 62464/306969 of epoch 0, loss 0.455994, accuracy 78.639 %, best 78.752 %
Finished training it 63488/306969 of epoch 1, 14.15 ms/it, loss 0.445574, accuracy 79.247 %
Testing at - 63488/306969 of epoch 0, loss 0.454756, accuracy 78.747 %, best 78.752 %
Finished training it 64512/306969 of epoch 1, 14.66 ms/it, loss 0.447660, accuracy 79.114 %
Testing at - 64512/306969 of epoch 0, loss 0.456029, accuracy 78.702 %, best 78.752 %
Finished training it 65536/306969 of epoch 1, 17.20 ms/it, loss 0.449525, accuracy 79.058 %
Testing at - 65536/306969 of epoch 0, loss 0.454570, accuracy 78.732 %, best 78.752 %
Finished training it 66560/306969 of epoch 1, 16.54 ms/it, loss 0.446829, accuracy 79.315 %
Testing at - 66560/306969 of epoch 0, loss 0.454559, accuracy 78.728 %, best 78.752 %
Finished training it 67584/306969 of epoch 1, 17.97 ms/it, loss 0.444661, accuracy 79.365 %
Testing at - 67584/306969 of epoch 0, loss 0.455595, accuracy 78.687 %, best 78.752 %
Finished training it 68608/306969 of epoch 1, 18.17 ms/it, loss 0.447027, accuracy 79.271 %
Testing at - 68608/306969 of epoch 0, loss 0.455550, accuracy 78.660 %, best 78.752 %
Finished training it 69632/306969 of epoch 1, 14.54 ms/it, loss 0.446878, accuracy 79.182 %
Testing at - 69632/306969 of epoch 0, loss 0.454605, accuracy 78.719 %, best 78.752 %
Finished training it 70656/306969 of epoch 1, 15.06 ms/it, loss 0.446151, accuracy 79.279 %
Testing at - 70656/306969 of epoch 0, loss 0.455298, accuracy 78.720 %, best 78.752 %
Finished training it 71680/306969 of epoch 1, 14.82 ms/it, loss 0.447904, accuracy 79.261 %
Testing at - 71680/306969 of epoch 0, loss 0.454798, accuracy 78.743 %, best 78.752 %
Finished training it 72704/306969 of epoch 1, 14.33 ms/it, loss 0.444821, accuracy 79.298 %
Testing at - 72704/306969 of epoch 0, loss 0.455970, accuracy 78.580 %, best 78.752 %
Finished training it 73728/306969 of epoch 1, 15.24 ms/it, loss 0.446613, accuracy 79.358 %
Testing at - 73728/306969 of epoch 0, loss 0.455747, accuracy 78.662 %, best 78.752 %
Finished training it 74752/306969 of epoch 1, 13.56 ms/it, loss 0.446223, accuracy 79.250 %
Testing at - 74752/306969 of epoch 0, loss 0.457001, accuracy 78.516 %, best 78.752 %
Finished training it 75776/306969 of epoch 1, 15.87 ms/it, loss 0.446351, accuracy 79.214 %
Testing at - 75776/306969 of epoch 0, loss 0.454672, accuracy 78.722 %, best 78.752 %
Finished training it 76800/306969 of epoch 1, 14.47 ms/it, loss 0.446359, accuracy 79.240 %
Testing at - 76800/306969 of epoch 0, loss 0.455959, accuracy 78.649 %, best 78.752 %
Finished training it 77824/306969 of epoch 1, 15.25 ms/it, loss 0.447039, accuracy 79.333 %
Saving model to results/40-20-1_lr0.1/model.pth
Testing at - 77824/306969 of epoch 0, loss 0.454582, accuracy 78.756 %, best 78.756 %
Finished training it 78848/306969 of epoch 1, 17.08 ms/it, loss 0.446513, accuracy 79.247 %
Saving model to results/40-20-1_lr0.1/model.pth
Testing at - 78848/306969 of epoch 0, loss 0.453880, accuracy 78.789 %, best 78.789 %
Finished training it 79872/306969 of epoch 1, 16.76 ms/it, loss 0.445909, accuracy 79.267 %
Testing at - 79872/306969 of epoch 0, loss 0.455507, accuracy 78.711 %, best 78.789 %
Finished training it 80896/306969 of epoch 1, 16.09 ms/it, loss 0.446091, accuracy 79.304 %
Testing at - 80896/306969 of epoch 0, loss 0.454572, accuracy 78.757 %, best 78.789 %
Finished training it 81920/306969 of epoch 1, 16.08 ms/it, loss 0.446763, accuracy 79.236 %
Testing at - 81920/306969 of epoch 0, loss 0.454059, accuracy 78.771 %, best 78.789 %
Finished training it 82944/306969 of epoch 1, 16.17 ms/it, loss 0.445169, accuracy 79.317 %
Testing at - 82944/306969 of epoch 0, loss 0.455277, accuracy 78.653 %, best 78.789 %
Finished training it 83968/306969 of epoch 1, 14.86 ms/it, loss 0.444746, accuracy 79.278 %
Testing at - 83968/306969 of epoch 0, loss 0.455221, accuracy 78.747 %, best 78.789 %
Finished training it 84992/306969 of epoch 1, 11.71 ms/it, loss 0.445444, accuracy 79.384 %
Testing at - 84992/306969 of epoch 0, loss 0.454417, accuracy 78.762 %, best 78.789 %
Finished training it 86016/306969 of epoch 1, 14.52 ms/it, loss 0.447705, accuracy 79.217 %
Testing at - 86016/306969 of epoch 0, loss 0.454988, accuracy 78.701 %, best 78.789 %
Finished training it 87040/306969 of epoch 1, 14.12 ms/it, loss 0.446281, accuracy 79.303 %
Testing at - 87040/306969 of epoch 0, loss 0.454738, accuracy 78.723 %, best 78.789 %
Finished training it 88064/306969 of epoch 1, 14.15 ms/it, loss 0.444290, accuracy 79.355 %
Testing at - 88064/306969 of epoch 0, loss 0.454031, accuracy 78.768 %, best 78.789 %
Finished training it 89088/306969 of epoch 1, 14.68 ms/it, loss 0.446242, accuracy 79.305 %
Testing at - 89088/306969 of epoch 0, loss 0.454713, accuracy 78.741 %, best 78.789 %
Finished training it 90112/306969 of epoch 1, 13.95 ms/it, loss 0.445906, accuracy 79.426 %
Testing at - 90112/306969 of epoch 0, loss 0.454454, accuracy 78.737 %, best 78.789 %
Finished training it 91136/306969 of epoch 1, 13.80 ms/it, loss 0.445657, accuracy 79.198 %
Testing at - 91136/306969 of epoch 0, loss 0.455434, accuracy 78.692 %, best 78.789 %
Finished training it 92160/306969 of epoch 1, 14.56 ms/it, loss 0.447261, accuracy 79.201 %
Testing at - 92160/306969 of epoch 0, loss 0.455594, accuracy 78.717 %, best 78.789 %
Finished training it 93184/306969 of epoch 1, 13.95 ms/it, loss 0.446278, accuracy 79.230 %
Testing at - 93184/306969 of epoch 0, loss 0.454850, accuracy 78.723 %, best 78.789 %
Finished training it 94208/306969 of epoch 1, 16.11 ms/it, loss 0.445820, accuracy 79.288 %
Testing at - 94208/306969 of epoch 0, loss 0.454268, accuracy 78.754 %, best 78.789 %
Finished training it 95232/306969 of epoch 1, 18.62 ms/it, loss 0.444310, accuracy 79.343 %
Testing at - 95232/306969 of epoch 0, loss 0.454113, accuracy 78.765 %, best 78.789 %
Finished training it 96256/306969 of epoch 1, 17.62 ms/it, loss 0.444053, accuracy 79.425 %
Testing at - 96256/306969 of epoch 0, loss 0.456777, accuracy 78.619 %, best 78.789 %
Finished training it 97280/306969 of epoch 1, 16.91 ms/it, loss 0.444034, accuracy 79.469 %
Testing at - 97280/306969 of epoch 0, loss 0.454441, accuracy 78.763 %, best 78.789 %
Finished training it 98304/306969 of epoch 1, 18.69 ms/it, loss 0.444077, accuracy 79.354 %
Testing at - 98304/306969 of epoch 0, loss 0.454502, accuracy 78.753 %, best 78.789 %
Finished training it 99328/306969 of epoch 1, 17.36 ms/it, loss 0.446513, accuracy 79.314 %
Testing at - 99328/306969 of epoch 0, loss 0.455820, accuracy 78.664 %, best 78.789 %
Finished training it 100352/306969 of epoch 1, 14.69 ms/it, loss 0.445435, accuracy 79.326 %
Testing at - 100352/306969 of epoch 0, loss 0.454103, accuracy 78.744 %, best 78.789 %
Finished training it 101376/306969 of epoch 1, 15.69 ms/it, loss 0.445038, accuracy 79.375 %
Testing at - 101376/306969 of epoch 0, loss 0.454532, accuracy 78.755 %, best 78.789 %
Finished training it 102400/306969 of epoch 1, 14.82 ms/it, loss 0.446165, accuracy 79.292 %
Testing at - 102400/306969 of epoch 0, loss 0.455271, accuracy 78.689 %, best 78.789 %
Finished training it 103424/306969 of epoch 1, 15.41 ms/it, loss 0.447103, accuracy 79.254 %
Testing at - 103424/306969 of epoch 0, loss 0.454930, accuracy 78.733 %, best 78.789 %
Finished training it 104448/306969 of epoch 1, 16.13 ms/it, loss 0.447112, accuracy 79.147 %
Testing at - 104448/306969 of epoch 0, loss 0.454654, accuracy 78.714 %, best 78.789 %
Finished training it 105472/306969 of epoch 1, 15.89 ms/it, loss 0.447047, accuracy 79.168 %
Testing at - 105472/306969 of epoch 0, loss 0.454560, accuracy 78.774 %, best 78.789 %
Finished training it 106496/306969 of epoch 1, 16.79 ms/it, loss 0.444323, accuracy 79.315 %
Testing at - 106496/306969 of epoch 0, loss 0.458782, accuracy 78.515 %, best 78.789 %
Finished training it 107520/306969 of epoch 1, 17.55 ms/it, loss 0.445069, accuracy 79.314 %
Testing at - 107520/306969 of epoch 0, loss 0.455025, accuracy 78.733 %, best 78.789 %
Finished training it 108544/306969 of epoch 1, 16.40 ms/it, loss 0.445321, accuracy 79.177 %
Testing at - 108544/306969 of epoch 0, loss 0.454023, accuracy 78.782 %, best 78.789 %
Finished training it 109568/306969 of epoch 1, 17.01 ms/it, loss 0.444971, accuracy 79.316 %
Testing at - 109568/306969 of epoch 0, loss 0.454140, accuracy 78.740 %, best 78.789 %
Finished training it 110592/306969 of epoch 1, 17.51 ms/it, loss 0.445765, accuracy 79.283 %
Testing at - 110592/306969 of epoch 0, loss 0.454178, accuracy 78.789 %, best 78.789 %
Finished training it 111616/306969 of epoch 1, 17.09 ms/it, loss 0.447998, accuracy 79.124 %
Testing at - 111616/306969 of epoch 0, loss 0.454199, accuracy 78.758 %, best 78.789 %
Finished training it 112640/306969 of epoch 1, 16.98 ms/it, loss 0.447274, accuracy 79.199 %
Testing at - 112640/306969 of epoch 0, loss 0.453991, accuracy 78.776 %, best 78.789 %
Finished training it 113664/306969 of epoch 1, 18.49 ms/it, loss 0.446596, accuracy 79.180 %
Testing at - 113664/306969 of epoch 0, loss 0.454670, accuracy 78.778 %, best 78.789 %
Finished training it 114688/306969 of epoch 1, 17.07 ms/it, loss 0.444704, accuracy 79.258 %
Testing at - 114688/306969 of epoch 0, loss 0.456076, accuracy 78.709 %, best 78.789 %
Finished training it 115712/306969 of epoch 1, 16.51 ms/it, loss 0.444329, accuracy 79.380 %
Testing at - 115712/306969 of epoch 0, loss 0.455617, accuracy 78.757 %, best 78.789 %
Finished training it 116736/306969 of epoch 1, 16.47 ms/it, loss 0.446661, accuracy 79.323 %
Testing at - 116736/306969 of epoch 0, loss 0.454706, accuracy 78.764 %, best 78.789 %
Finished training it 117760/306969 of epoch 1, 16.90 ms/it, loss 0.443869, accuracy 79.453 %
Testing at - 117760/306969 of epoch 0, loss 0.454700, accuracy 78.695 %, best 78.789 %
Finished training it 118784/306969 of epoch 1, 16.35 ms/it, loss 0.445731, accuracy 79.227 %
Testing at - 118784/306969 of epoch 0, loss 0.454280, accuracy 78.700 %, best 78.789 %
Finished training it 119808/306969 of epoch 1, 15.93 ms/it, loss 0.447885, accuracy 79.144 %
Testing at - 119808/306969 of epoch 0, loss 0.456740, accuracy 78.583 %, best 78.789 %
Finished training it 120832/306969 of epoch 1, 18.31 ms/it, loss 0.443370, accuracy 79.344 %
Saving model to results/40-20-1_lr0.1/model.pth
Testing at - 120832/306969 of epoch 0, loss 0.453672, accuracy 78.790 %, best 78.790 %
Finished training it 121856/306969 of epoch 1, 16.68 ms/it, loss 0.445056, accuracy 79.365 %
Testing at - 121856/306969 of epoch 0, loss 0.454577, accuracy 78.718 %, best 78.790 %
